Timestep,DHW Node 1,DHW Node 2,DHW Node 3,DHW Node 4,DHW Node 5,DHW Discharge Vol [L],DHW Discharge Energy [kWh],DHW Charge Energy [kWh],,SH Node 1,SH Node 2,SH Node 3,SH Node 4,SH Node 5,SH Discharge Vol [L],SH Discharge Energy [kWh],SH Charge Energy [kWh]
9055.0,52.6466922955577,52.64177713612829,52.32672407699426,46.71971713284326,21.608057376719117,1.06,0.04308752777777778,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9056.0,52.57464434721765,52.57248674709162,52.274391053869,46.60275784760481,21.931601632307412,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9057.0,52.50554272934936,52.50065571863103,52.222170612499575,46.48652931456238,22.23876888148409,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9058.0,52.43390739364438,52.43176214991564,52.1700625106937,46.37102696803506,22.53038808762702,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9059.0,52.36520151502051,52.36034249180796,52.11806650678016,46.25624627086803,22.807246254047367,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9060.0,52.28644606050563,52.28624946095094,51.86427549003862,45.43957030524129,22.2523928199219,12.57,0.5109530416666667,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9061.0,52.21972522041874,52.21309009801155,51.805616566293345,45.30690457319863,22.515834320024062,0.43,0.017478902777777777,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9062.0,52.14526004333299,52.14484855639488,51.70715019416089,45.05075755277417,22.61613167202047,2.73,0.11097070833333333,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9063.0,52.069958504962635,52.066549164370386,51.48959113311047,44.44876174974463,22.290220906877998,9.27,0.37681262499999996,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9064.0,51.9974655753389,51.99512407285931,51.38285223452678,44.18788658677731,22.387920271647904,3.0,0.12194583333333334,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9065.0,51.92975299226036,51.925214699908636,51.33254972183125,44.08674597491472,22.671989804969186,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9066.0,51.85885871312798,51.856911167266645,51.263155977606885,43.935313575592765,22.875710412812246,1.0,0.040648611111111115,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9067.0,51.79191662679158,51.78702515123045,51.21311096226127,43.83575101956557,23.135089221042925,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9068.0,51.71565490348242,51.715578098752225,51.05331718306118,43.461575032018864,23.003820482574945,5.58,0.22681925,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9069.0,51.647722115961564,51.642112967130934,50.9549648821923,43.24716075934402,23.093496722376795,2.42,0.09836963888888889,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9070.0,51.57495279023894,51.57465492227996,50.86470638853036,43.05598813155924,23.205937063317787,2.0,0.08129722222222223,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9071.0,51.51042934618634,51.50397400408445,50.815518540450356,42.96191953009859,23.448600618907726,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9072.0,51.43994098744523,51.439644825351394,50.76643650804794,42.86843866168499,23.67898114818174,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9073.0,51.375787063814634,51.369368690922514,50.7174600636864,42.77554185420967,23.897700387416226,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9074.0,51.305702386068134,51.30540792007008,50.6685889802188,42.683225458506925,24.10534860214194,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9075.0,51.241915866646686,51.235534251244744,50.61982303098686,42.591485848210745,24.302486180114926,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
